vid_id,tr,en
pGsU4FekJQM_10_18@22,bacaklarını koyan aptal bir köpek,a silly dog putting his legs up
pGsU4FekJQM_10_18@23,bir kaltak yerde sırtında yatıyor,a bitch is lying on her back on the floor
pGsU4FekJQM_10_18@24,bir köpek yatıyor,a dog is laying
pGsU4FekJQM_10_18@25,bir köpek sırtında yatıyor,a dog is laying on her back
pGsU4FekJQM_10_18@26,bir köpek sırtında yatıyor,a dog is laying on his back
pGsU4FekJQM_10_18@27,bir köpek sırtında yatıyor,a dog is laying on his back
pGsU4FekJQM_10_18@28,bir köpek sırtında yatıyor,a dog is laying on it s back
pGsU4FekJQM_10_18@29,bir köpek yere atıyor,a dog is laying on the floor
pGsU4FekJQM_10_18@30,bir köpek yere atıyor,a dog is laying on the ground
pGsU4FekJQM_10_18@31,bir köpek sırtında yatıyor,a dog is lying on her back
pGsU4FekJQM_10_18@32,bir köpek sırtında yatıyor,a dog is lying on her back
pGsU4FekJQM_10_18@33,bir köpek sırtında yatıyor,a dog is lying on its back
pGsU4FekJQM_10_18@34,bir köpek sırtında yatıyor,a dog is lying on its back
pGsU4FekJQM_10_18@38,bir köpek yerde yatar,a dog lays on the floor
pGsU4FekJQM_10_18@39,bir köpek sırtında yatıyor,a dog lies on it s back
pGsU4FekJQM_10_18@40,bir köpek midesi yukarı bakacak şekilde yerde yatıyor,a dog lies on the floor with its tummy facing up
pGsU4FekJQM_10_18@41,sırtında bir köpek,a dog on it s back
pGsU4FekJQM_10_18@42,bir köpek oynuyor,a dogs are playing
pGsU4FekJQM_10_18@43,dişi bir terrier göbek üstü yatıyor,a female terrier lies bellyup
pGsU4FekJQM_10_18@44,bir jack russell terrier sırtında bırakır,a jack russell terrier lays on its back
pGsU4FekJQM_10_18@45,emzikli bir köpek yerde yatarken,a lactating dog is lying on the floor
pGsU4FekJQM_10_18@46,köpek uzanıyor,the dog is lying down
pGsU4FekJQM_10_18@47,köpek sırtında yatıyor,the dog is lying on her back
pGsU4FekJQM_10_18@48,köpek sırt üstü yattı böylece biri midesini kaşıyabilecekti,the dog lay on his back so that someone would scratch his stomach
pGsU4FekJQM_10_18@49,köpek karnının ovuşturulması için beklerken sırt üstü yattı,the dog lay on his back waiting for his tummy to be rubbed
pGsU4FekJQM_10_18@50,bir köpek aptalca şeyler yapıyor,a dog is doing silly things
pNelR-nHz7g_68_90@1,pişmiş bir kuş kesiliyor,a cooked bird is being cut
pNelR-nHz7g_68_90@2,bir adam pişmiş parçaları bir tavuktan çıkartıyor,a man is removing cooked pieces from a chicken
pNelR-nHz7g_68_90@3,kızarmış ördek dilimleyen bir adam,a man slicing the roasted duck
pNelR-nHz7g_68_90@4,et kıyma,chopping meat
pNelR-nHz7g_68_90@5,otelde yemek hazırlama,preparing food in hotel
pNelR-nHz7g_68_90@6,adam tavuk kesiyor,the man cutting chikken
pNelR-nHz7g_68_90@7,kişi pişmiş hindi veya kuş oyuyor,person carving a cooked turkey or bird
pNelR-nHz7g_68_90@8,bir şef biraz et oyuyor,a chef carves some meat
pNelR-nHz7g_68_90@9,rosto oyan bir şef,a chef carving a roast
pNelR-nHz7g_68_90@10,şef hindiyi keser,a chef cuts up a turkey
pNelR-nHz7g_68_90@11,pişmiş ördek kesen bir şef,a chef cutting a cooked duck
pNelR-nHz7g_68_90@12,bir şef tavuk parçasını kesiyor,a chef is cutting chicken piece
pNelR-nHz7g_68_90@13,bir şef tavuk kesiyor,a chef is cutting chicken
pNelR-nHz7g_68_90@14,bir şef kavrulmuş tavuk dilimliyor,a chef is slicing a roasted chicken
pNelR-nHz7g_68_90@15,bir şef kavrulmuş tavuğun kapalı göğüs etini dilimliyor,a chef is slicing breast meat off a roasted chicken
pNelR-nHz7g_68_90@16,bir şef kümes hayvanlarını dilimliyor,a chef is slicing poultry
pNelR-nHz7g_68_90@17,şef hindi dilimliyor,a chef is slicing turkey
pNelR-nHz7g_68_90@18,aşçı yenilebilir bir et kesiyor,a cook is cutting a eatable meat
pNelR-nHz7g_68_90@19,ince kesilmiş pişmiş bir ördek,a cooked duck being finely cut
pNelR-nHz7g_68_90@20,ördek oyan bir adam,a man carving a duck
pNelR-nHz7g_68_90@21,bir adam et bıçağıyla oyuyor,a man is carving meat with a carving knife
pNelR-nHz7g_68_90@22,bir adam kümes hayvanları oyuyor,a man is carving poultry
pNelR-nHz7g_68_90@23,bir adam kümes hayvanları kesiyor,a man is cutting poultry
pNelR-nHz7g_68_90@24,bir adam bazı kavrulmuş et parçalarını kesiyor,a man is cutting some pieces of roasted meat
pNelR-nHz7g_68_90@25,bir adam düz bir bıçak kullanarak bütün pişmiş bir tavuk ince dilimlere kesiyor,a man is cutting thin slices from a whole cooked chicken using a flat knife
pNelR-nHz7g_68_90@26,bir adam tavuk dilimliyor,a man is slicing chicken
pNelR-nHz7g_68_90@27,bir adam kızarmış tavuktan bazı parçaları dilimliyor,a man is slicing some pieces from a roasted chicken
pNelR-nHz7g_68_90@28,bir adam tavuk dilimler,a man slices chicken
pNelR-nHz7g_68_90@29,bir adam kavrulmuş bir kuştan et parçalarını dilimler,a man slices portions of meat from a roasted bird
pNelR-nHz7g_68_90@31,bir kişi pişirilmiş bir ördekden küçük parçaları dilimliyor,a person is slicing small pieces from a cooked duck
pNelR-nHz7g_68_90@32,şef tavuk göğsü oyuyor,chef carving chicken breast
pNelR-nHz7g_68_90@33,şef kızarmış ördek parçaları dilimliyor,chef is slicing the pieces of roasted duck
pNelR-nHz7g_68_90@34,tavuk parçalara kesiyor,cutting chicken into pieces
pNelR-nHz7g_68_90@35,kızarmış tavuğu küçük parçalara dilimliyor,slicing the fried hen into small pieces
pNelR-nHz7g_68_90@36,biri bıçakla kızarmış ördek dilimliyor,someone slicing roasted duck with knife
pNelR-nHz7g_68_90@37,şef kavrulmuş tavuk eti dilimliyor,the chef is slicing the meat of the roasted chicken
pNelR-nHz7g_68_90@38,şef kavrulmuş tavuğun üst tabakasını ince dilimler halinde dilimliyor,the chef is slicing the top layer of the roasted chicken into thin slices
pNelR-nHz7g_68_90@39,aşçı ördek göğsü dilimliyor,the cook is slicing the duck breast
pNelR-nHz7g_68_90@40,aşçı pişmiş tavuğu dilimliyor,the cook is slicing up a cooked chicken
pNelR-nHz7g_68_90@41,bir şef ince pişmiş tavuk dilimliyor,a chef is finely slicing baked chicken
pQYEZTwSVbQ_12_18@1,bir erkek bir kadınla konuşur,a man has a conversation with a woman
pQYEZTwSVbQ_12_18@2,bir erkek bir kızla konuşuyor,a boy is talking to a girl
pQYEZTwSVbQ_12_18@3,bir erkek ve kadın konuşuyor,a man and woman are speaking
pQYEZTwSVbQ_12_18@4,bir erkek ve kadın birbirleriyle konuşuyor,a man and woman are talking with each other
pQYEZTwSVbQ_12_18@5,bir erkek bir kadına kızar,a man is angry with a woman
pQYEZTwSVbQ_12_18@6,bir erkek bir kadınla konuşuyor,a man is speaking to a woman
pQYEZTwSVbQ_12_18@7,bir erkek bir kadınla konuşuyor,a man is speaking to a woman
pQYEZTwSVbQ_12_18@8,bir adam onunla konuşurken bir kadının arkasında duruyor,a man is standing behind a woman talking to her
pQYEZTwSVbQ_12_18@9,bir erkek sert bir şekilde alnında çürük olan bir kadınla konuşuyor,a man is talking sternly to a woman with a bruise on her forehead
pQYEZTwSVbQ_12_18@10,bir erkek bir kadınla konuşuyor,a man is talking to a woman
pQYEZTwSVbQ_12_18@11,bir erkek bir kadınla konuşuyor,a man is talking to a woman
pQYEZTwSVbQ_12_18@12,bir erkek bir kadınla konuşuyor,a man is talking to a woman
pQYEZTwSVbQ_12_18@13,bir erkek bir kadınla konuşuyor,a man is talking with a woman
pQYEZTwSVbQ_12_18@14,bir erkek bir kadını tehdit eder,a man menaces a woman
pQYEZTwSVbQ_12_18@15,bir erkek bir kadınla konuşuyor,a man talks to a woman
pQYEZTwSVbQ_12_18@16,bir erkek bir kadına bağırıyor,a man yells at a women
pQYEZTwSVbQ_12_18@17,adam kadına başvurdu,the man appealed to the woman
pQYEZTwSVbQ_12_18@18,adam kadınla konuşuyor,the man is talking to the woman
pQYEZTwSVbQ_12_18@19,adam bayanla konuştu,the man talked to the lady
pQYEZTwSVbQ_12_18@20,bir adam kıza takılıyor,a guy is teasing the girl
pQYEZTwSVbQ_12_18@21,hintçe bir film sahnesi,a hindi movie scene
pQYEZTwSVbQ_12_18@22,ravan filmi görüldü,a seen of ravan movie
pQYEZTwSVbQ_12_18@23,abhishek bachcan ve aishwarya rao bir film sahnesinde,abhishek bachcan and aishwarya rao in a movie scene
pQYEZTwSVbQ_12_18@24,bollywood filminden bir sahne,it s a scene from bollywood movie
pQYEZTwSVbQ_12_18@25,bir adam bir kıza bir şey söylüyor,one man saying something to a girl
pQYEZTwSVbQ_12_18@26,iyiyle kötülük arasında raavan savaşı,raavan battle between the good the evil
pQYEZTwSVbQ_12_18@27,kadının ruh hali çok korkuttu,the woman was very scared mood
pQYEZTwSVbQ_12_18@28,bir erkek bir kadına bir yerlere gittiği için kızıyor,a man is getting mad at a woman for going somewhere
pQYEZTwSVbQ_12_18@29,bir erkek öfkeyle bir kadınla konuşuyor,a man is speaking angrily to a woman
pQYEZTwSVbQ_12_18@30,bir erkek bir bayanla konuşuyor,a man is talking to a lady
pQYEZTwSVbQ_12_18@31,bir erkek bir kadınla konuşuyor,a man is talking to a woman
pQYEZTwSVbQ_12_18@32,bir erkek bir kadınla konuşuyor,a man is talking to a woman
pQYEZTwSVbQ_12_18@33,bir erkek bir kadınla konuşuyor,a man is talking to a woman
pQYEZTwSVbQ_12_18@34,bir erkek bir kadınla konuşuyor,a man is talking to a woman
pQYEZTwSVbQ_12_18@35,bir erkek bir kadınla konuşuyor,a man is talking with a woman
pQYEZTwSVbQ_12_18@36,bir erkek bir kadınla konuşuyor,a man talks to a woman
pQYEZTwSVbQ_12_18@37,abhishek bachchan ve aishwarya bachchan filminin başrollerini paylaştığı kısa film,a short clip from the movie ravan starring abhishek bachchan and aishwarya bachchan
pQYEZTwSVbQ_12_18@38,bir kadın ve erkek birbiriyle konuşuyor,a woman and man is talking each other
pQYEZTwSVbQ_12_18@40,bir aktör bir aktrisle konuşuyor,an actor is talking to an actress
pQYEZTwSVbQ_12_18@41,biri konuşuyor,someone is talking
pQYEZTwSVbQ_12_18@42,bir erkek bir kadınla konuşuyor,a man is talking to a woman
pQYEZTwSVbQ_12_18@43,filmde performans gösteren oyuncular,actors performing in the movie
pRpeEdMmmQ0_1_18@1,bir adam bir futbol topunu tekmeledi,a man kicked a soccer ball
pRpeEdMmmQ0_1_18@2,bir futbolcu golünü atıyor,a football player is making his goal shot
pRpeEdMmmQ0_1_18@3,bir futbolcu penaltı vuruşunda gol atar ve kutlar,a soccer player scores on a penalty shot and celebrates
pRpeEdMmmQ0_1_18@4,bir futbolcu bir oyunda kaleye golü atıyor,a soccer player is kicking a soccer ball into the goal at a game
pRpeEdMmmQ0_1_18@5,bir futbolcu golü atar,a soccer player scores a goal
pRpeEdMmmQ0_1_18@6,bir futbolcu gol atıyor,a soccer player makes a goal
pRpeEdMmmQ0_1_18@7,kale kalecisi tam neticesinde golü atıyor zıt takımdan bir adam futbol topunu kaleye atıyor,a goal keeper waits in full focus as a man of the opposite team kicks the football into the goal post
pRpeEdMmmQ0_1_18@8,gol atmaya çalışan bir futbolcu,a soccer player trying to score a goal
pRpeEdMmmQ0_1_18@9,futbolcu topu kaleye attı,the soccer player kicked the ball into the goal
pRpeEdMmmQ0_1_18@11,bir futbolcu gol atıyor,a soccer player kicks a goal
pRpeEdMmmQ0_1_18@12,futbolcu topu kaleye doğru attı,the soccer player kicks the ball into the goal
pRpeEdMmmQ0_1_18@15,kaleci bir futbol oyununda gol atıyor,a kicker in a soccer game scores on the goalie
pRpeEdMmmQ0_1_18@16,bir futbolcu gol atıyor,a soccer player kicks a goal
pRpeEdMmmQ0_1_18@17,o dans etti,she was danced
pRpeEdMmmQ0_1_18@18,bazı insanlar futbol oynuyor,some people playing soccer
pRpeEdMmmQ0_1_18@19,iki takım bir stadyumda futbol oynuyor,two teams are playing soccer in a stadium
pRpeEdMmmQ0_1_18@20,arka planda davulcu ile şarkı söyleyen kırmızı elbiseli güzel bir kız,a beautiful girl in red dress singing with drummers in the background
pRpeEdMmmQ0_1_18@21,bir şarkıdaki shakira performansının bir klibi,a clip of shakira s performance on a song
pRpeEdMmmQ0_1_18@22,bir adam topu kaleye doğru atıyor,a guy kicks a ball into a goal
pRpeEdMmmQ0_1_18@23,bir bayan ve mürettebat futbol teması,a lady and crew performing theme song of football
pRpeEdMmmQ0_1_18@25,bir adam bir futbol golü atıyor,a man is kicking a soccer goal
pRpeEdMmmQ0_1_18@26,bir adam gol atmak için kaleciye atıyor,a man is kicking the ball past the goalie to score
pRpeEdMmmQ0_1_18@27,bir adam topu fileye atıyor,a man kicks a ball into a net
pRpeEdMmmQ0_1_18@28,bir adam bir futbol topuna vurur ve takımı için gol atar,a man kicks a soccer ball and scores a goal for his team
pRpeEdMmmQ0_1_18@29,bir adam futbolda golü atar,a man scores a goal in soccer
pRpeEdMmmQ0_1_18@30,bir adam bir futbol golü atıyor,a man scores a soccer goal
pRpeEdMmmQ0_1_18@31,bir atış sırasında bir futbol kalecisi ve karşı takımın bir üyesi karşı karşıya,a soccer goalie and a member of the opposite team are facing off during a shootout
pRpeEdMmmQ0_1_18@32,bir futbol kalecisi rakip oyuncuya tekme attı,a soccer goalie misses a kick from an opposing player
pRpeEdMmmQ0_1_18@33,bir futbolcu gol atıyor,a soccer player makes a goal
pRpeEdMmmQ0_1_18@34,futbol şarkısı,a song of football
pRpeEdMmmQ0_1_18@35,bir atlet kaleye golü attı ve kutluyor,an athlete kicks a soccer ball into the goal and celebrates
pRpeEdMmmQ0_1_18@36,futbol oynayan erkekler,men playing soccer
pRpeEdMmmQ0_1_18@38,bir stadyumda futbol oynayan iki takım,two teams playing soccer in a stadium
pRpeEdMmmQ0_1_18@39,video engellendi,vedio is blocked
pRpeEdMmmQ0_1_18@40,shakira futbol hakkında şarkı söylüyor,shakira is singing about foot ball
pRpeEdMmmQ0_65_70@1,shakira dans ediyor ve şarkı söylüyor,shakira dances and sings
pRpeEdMmmQ0_65_70@2,bir kız dans etti ve sahnede bir grupta seslendirdi,a girl danced and sang in a group on stage
pRpeEdMmmQ0_65_70@3,bir kadın diğer kadınlarla dans ediyor ve şarkı söylüyor,a woman is dancing and singing with other women
pRpeEdMmmQ0_65_70@4,şarkı söylerken bir kadın dans ediyor,a woman is dancing while singing
pRpeEdMmmQ0_65_70@5,bir kadın diğer kadınlarla dans ediyor,a woman is dancing with other women
pRpeEdMmmQ0_65_70@6,beş kadın dans ediyor ve bunlardan biri şarkı söylüyor,five women are dancing and one of them is singing
pRpeEdMmmQ0_65_70@7,shakira dans ediyor ve şarkı söylüyor,shakira is dancing and singing
pRpeEdMmmQ0_65_70@8,shakira şarkı söylüyor ve dans ediyor,shakira sings and dances
pRpeEdMmmQ0_65_70@9,shakira şarkı söylüyor ve dans ediyor,shakkira is singing and dancing
pRpeEdMmmQ0_65_70@10,sahnede dans eden bayanlar,the ladies danced on the stage
pRpeEdMmmQ0_65_70@11,kadınlar şarkı söylüyor ve dans ediyorlar,the women are singing and dancing
pRpeEdMmmQ0_65_70@14,bir kadın dans ediyor ve şarkı söylüyor,a woman is dancing and singing
pRpeEdMmmQ0_65_70@18,dans ediyor,she is dancing
pRpeEdMmmQ0_65_70@19,arka planda davulcular oynarken kırmızı elbiseli güzel bir kız şarkı söylüyor,a beautiful girl in a red dress singing while drummers play in the background
pRpeEdMmmQ0_65_70@20,bir grup dansçı bir çeşit dans gerçekleştiriyor,a group of dancers is performing some sort of dance
pRpeEdMmmQ0_65_70@22,futbol tema şarkısı için bir bayan ve mürettebat,a lady and crew performing for the theme song of foot ball
pRpeEdMmmQ0_65_70@23,bir kadın yedek dansçılarla dans ediyor ve şarkı söylüyor,a woman is dancing and singing with backup dancers
pRpeEdMmmQ0_65_70@24,bir grup kadın onun arkasında dans ederken renkli giysiler içinde dans ediyor,a woman is dancing in colorful clothing while a group of people dance behind her
pRpeEdMmmQ0_65_70@25,bir kadın şarkı söylüyor ve dans ediyor dört kadın onunla dans ediyor,a woman is singing and dancing with four women dancing behind her
pRpeEdMmmQ0_65_70@26,müzisyenler ve dansçılar onun arkasında sahne alırken bir kadın şarkı söylüyor,a woman is singing while musicians and dancers perform behind her
pRpeEdMmmQ0_65_70@28,genç bir kadın şarkı söylüyor ve dans eden bir grup insanla dans ediyor,a young woman is singing and dancing with a group of dancing people
pRpeEdMmmQ0_65_70@29,beş kadın dans ediyor,five woman are dancing
pRpeEdMmmQ0_65_70@30,beş kadın dans ediyor,five women are dancing
pRpeEdMmmQ0_65_70@31,beş kadın egzotik bir dans gerçekleştiriyor,five women perform an exotic dance
pRpeEdMmmQ0_65_70@33,futbol oynayanlar,people playing football
pRpeEdMmmQ0_65_70@34,biri şarkı söylerken birkaç kız dans ediyor,several girls dance while one sings
pRpeEdMmmQ0_65_70@35,shakira plaja yakın bir albümünde performans sergiliyor,shakira performing in a album near a beach
pRpeEdMmmQ0_65_70@36,video engellendi,vedio is blocked
pRpeEdMmmQ0_65_70@37,kadınlar dans ediyor,women dance
pUPKsHTDZTo_70_85@1,yüksek bir binada çalışan iki adam,two men working on a high building
pUPKsHTDZTo_70_85@2,havada çalışan inşaat işçileri,construction workers working high in the air
pUPKsHTDZTo_70_85@3,erkekler bina çerçevesi boyunca yürüyor,men are walking across a building frame
pUPKsHTDZTo_70_85@4,bazı erkekler havada çok yüksek kirişler üzerinde yürürken,some men are shown walking on beams very high in the air
pUPKsHTDZTo_70_85@5,adamlar bir inşaat binasında yükseliyorlar,the men are walking high up on a construction building
pUPKsHTDZTo_70_85@6,erkekler metal direklere tırmandı,the men climbed up the metal posts
pUPKsHTDZTo_70_85@7,erkekler köprü kirişlerinde çalıştı,the men worked on the bridge rafters
pUPKsHTDZTo_70_85@8,iki adam uzun boylu bir yapının tepesine yürüyor,two men are walking on top of a tall structure
pUPKsHTDZTo_70_85@9,yükseklikte bir çelik yol üzerinde duran iki adam akorları sırtlarına bağladılar,two men standing on a steel pathway at a height fasten chords to their backs
pUPKsHTDZTo_70_85@10,iki adam çelik kirişler üzerinde çalışıyor,two men work on steel girders
pUPKsHTDZTo_70_85@11,iki kişi ince bir inşaat platformunda duruyor,two people are standing on a thin construction platform
pUPKsHTDZTo_70_85@12,iki kişi dikkatlice bir çıkıntının üzerinde yürüyor,two people carefully walk on a ledge
pUPKsHTDZTo_70_85@13,iki işçi bazı sütun üzerinde duruyor,two workers are standing on some pillar
